code,label,sources,files
1Z1A.00,,PatientData,~V40033.htm|~V40612.htm
1Z1B.00,,PatientData,~V40038.htm|~V40637.htm
1Z1D.00,,PatientData,~V40038.htm|~V40637.htm
1Z1F.00,,PatientData,~V40038.htm|~V40637.htm
1Z1H.00,,PatientData,~V40038.htm|~V40637.htm
1Z1K.00,,PatientData,~V40038.htm|~V40637.htm
1Z1M,,PatientData,~V40038.htm|~V40637.htm
1Z1Q,,PatientData,~V40038.htm|~V40637.htm
2126E00,,PatientData,~V0.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V40038.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V40637.htm
2126F00,COPD resolved,DialogAdd|PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V40039.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V40636.htm
212G,,PatientData,~V0.htm|~V40017.htm|~V4001a.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
212G.00,Asthma resolved,DialogAdd,~V40017.htm|~V4001a.htm
212H,,PatientData,~V0.htm|~V40018.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003f.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V40633.htm
212K,,PatientData,~V0.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003b.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V40630.htm
212K.00,,PatientData,~V4003b.htm|~V40630.htm
212P,,PatientData,~V40037.htm|~V4062f.htm
212S,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
22A..00,Weight,DialogAdd,NURSE2.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40033.htm|~V40612.htm
22K,,PatientData,~V40017.htm|~V40018.htm|~V40020.htm|~V40022.htm|~V40024.htm|~V40033.htm|~V40612.htm
22K..00,BMI,DialogAdd|PatientData,PPC CVD .htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40033.htm|~V40612.htm
22K2.00,BMI high K/M2,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4001a.htm
22K4.00,BMI 25-29,DialogAdd,~V40020.htm|~V40025.htm
22K5.00,BMI 30+,DialogAdd,~V40020.htm|~V40025.htm
22K6.00,BMI <20,DialogAdd,~V40020.htm|~V40025.htm
22K7.00,BMI 40+,DialogAdd,~V40020.htm|~V40025.htm
22K8.00,BMI 20-24,DialogAdd,~V40020.htm|~V40025.htm
22N0.00,Waist Circumference,DialogAdd,PPC CVD .htm|~V40033.htm|~V40612.htm
242Z,,PatientData,~V4001a.htm
242Z.00,Pulse Rate,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4001a.htm
246A,,PatientData,~V40016.htm|~V4001a.htm
246A.00,O/E - Diastolic BP reading,DialogAdd,~V4001a.htm
246M,,PatientData,~V4003b.htm|~V4003d.htm|~V40627.htm|~V40630.htm
24E,,PatientData,~V4001b.htm
24EA,,PatientData,~V40018.htm
24EA.00,Absent right foot pulses,DialogAdd,~V40018.htm|~V4001b.htm|~V40022.htm
24EB,,PatientData,~V40018.htm
24EB.00,Right Foot Pulse Present,DialogAdd,~V40018.htm|~V4001b.htm|~V40022.htm
24F,,PatientData,~V4001b.htm
24FA,,PatientData,~V40018.htm
24FA.00,Absent left foot pulses,DialogAdd,~V40018.htm|~V4001b.htm|~V40022.htm
24FB,,PatientData,~V40018.htm
24FB.00,Left Foot Pulses Present,DialogAdd,~V40018.htm|~V4001b.htm|~V40022.htm
24H..00,Poor tissue perfusion,DialogAdd|PatientData,~V40022.htm
27C,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
27C..00,Patient NOT pregnant,DialogAdd|PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003f.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V40633.htm
29B1.00,,PatientData,~V40018.htm
29B2,,PatientData,~V40018.htm
29B2.00,Anaesthesia Present,DialogAdd|PatientData,~V40018.htm
29B3.00,,PatientData,~V40018.htm
29B7,,PatientData,~V4001b.htm
29B8,,PatientData,~V4001b.htm
29B9,,PatientData,~V40018.htm|~V4001b.htm
29B9.00,10g monofilament sensation R foot abnormal,DialogAdd,~V40018.htm|~V4001b.htm
29BA,,PatientData,~V40018.htm|~V4001b.htm
29BA.00,10g monofilament sensation L foot abnormal,DialogAdd,~V40018.htm|~V4001b.htm
29BB,,PatientData,~V40018.htm|~V4001b.htm
29BB.00,10g monofilament sensation R foot normal,DialogAdd,~V40018.htm|~V4001b.htm
29BC,,PatientData,~V40018.htm|~V4001b.htm
29BC.00,10g monofilament sensation L foot normal,DialogAdd,~V40018.htm|~V4001b.htm
29H1.00,,PatientData,~V40018.htm
29H2.00,,PatientData,~V40018.htm
29H3.00,,PatientData,~V40018.htm
29H4.00,O/E - Vibration sense of right foot abnormal,DialogAdd|PatientData,~V40018.htm
29H5.00,Vibration sense of right foot normal,DialogAdd|PatientData,~V40018.htm
29H6.00,O/E - vibration sense of left foot abnormal,DialogAdd|PatientData,~V40018.htm
29H7.00,Vibration sense of Left Foot Normal,DialogAdd|PatientData,~V40018.htm
29H8.00,,PatientData,~V40018.htm
29H9.00,,PatientData,~V40018.htm
29HA.00,,PatientData,~V40018.htm
29HB.00,,PatientData,~V40018.htm
29N1,,PatientData,~V4001a.htm
29N1.00,Non Weight Bearing,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40019.htm|~V4001a.htm
2B2..00,O/E raised intracranial pressure,DialogAdd,~V40016.htm
2B42.00,Motor Aphasia,DialogAdd|PatientData,~V40017.htm
2B43.00,Sensory Aphasia,DialogAdd|PatientData,~V40017.htm
2B48.00,O/E - Dysarthria,DialogAdd|PatientData,~V40017.htm
2BBB,,PatientData,~V40018.htm
2BBB.00,Right retina not seen,DialogAdd|PatientData,~V40018.htm
2BBC,,PatientData,~V40018.htm
2BBC.00,Left retina not seen,DialogAdd,~V40018.htm
2BBJ,,PatientData,~V40018.htm
2BBJ.00,No right diabetic retinopathy,DialogAdd,~V40018.htm
2BBK,,PatientData,~V40018.htm
2BBK.00,No left diabetic retinopathy,DialogAdd,~V40018.htm
2BBP,,PatientData,~V40018.htm
2BBP.00,Right eye background diabetic retinopathy,DialogAdd,~V40018.htm
2BBQ,,PatientData,~V40018.htm
2BBQ.00,Left eye background diabetic retinopathy,DialogAdd,~V40018.htm
2BBR,,PatientData,~V40018.htm
2BBR.00,Right eye preproliferative diabetic retinopathy,DialogAdd,~V40018.htm
2BBS,,PatientData,~V40018.htm
2BBS.00,Left eye preproliferative diabetic retinopathy,DialogAdd,~V40018.htm
2BBT,,PatientData,~V40018.htm
2BBT.00,Right eye proliferative diabetic retinopathy,DialogAdd,~V40018.htm
2BBV,,PatientData,~V40018.htm
2BBV.00,Left eye proliferative diabetic retinopathy,DialogAdd,~V40018.htm
2BL,,PatientData,~V40017.htm
2BL2.00,O/E - Slightly deaf,DialogAdd,~V40016.htm
2BL3,,PatientData,~V4001a.htm
2BL3.00,Significantly Deaf,DialogAdd|PatientData,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
2BL4,,PatientData,~V4001a.htm
2BL4.00,Very Deaf,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
2BL5,,PatientData,~V4001a.htm
2BL5.00,Completely Deaf,DialogAdd|PatientData,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
2DG,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm
2DG..00,Hearing Aid Worn,DialogAdd|PatientData,~V40015.htm|~V40016.htm|~V40017.htm|~V40018.htm|~V4001a.htm
2F16.00,Injection sites abnormal,DialogAdd|PatientData,~V40018.htm
2F18.00,Injection site normal,DialogAdd|PatientData,~V40018.htm
2G4..00,General exam of legs,DialogAdd|PatientData,~V40022.htm
2G42,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
2G42.00,Amputated right leg,DialogAdd,~V40018.htm
2G43,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
2G43.00,Amputated left leg,DialogAdd,~V40018.htm
2G44,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
2G44.00,Amputated right above knee,DialogAdd,~V40018.htm
2G45,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
2G45.00,Amputated left above knee,DialogAdd,~V40018.htm
2G46,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
2G46.00,Amputated right below knee,DialogAdd,~V40018.htm
2G47,,PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
2G47.00,Amputated left below knee,DialogAdd,~V40018.htm
2G54,,PatientData,~V40018.htm
2G54.00,Right Foot Ulcer,DialogAdd,~V40018.htm
2G55,,PatientData,~V40018.htm
2G55.00,Left Foot Ulcer,DialogAdd,~V40018.htm
2G5E,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5E.00,Right diabetic foot at low risk,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5F,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5F.00,Right diabetic foot at moderate risk,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5G,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5G.00,Right diabetic foot at high risk,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5H,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5H.00,Right diabetic foot - ulcerated,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5I,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5I.00,Left diabetic foot at low risk,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5J,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5J.00,Left diabetic foot at moderate risk,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5K,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5K.00,Left diabetic foot at high risk,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5L,,PatientData,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5L.00,Left diabetic foot - ulcerated,DialogAdd,~V40018.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
2G5d,,PatientData,~V4003f.htm|~V40633.htm
2G5d.00,Increased Risk,DialogAdd,~V4003f.htm|~V40633.htm
2G5e,,PatientData,~V4003f.htm|~V40633.htm
2G5e.00,Increased Risk,DialogAdd,~V4003f.htm|~V40633.htm
315B,,PatientData,PPC CVD .htm
315B.00,Add Ambulatory Blood Pressure,DialogAdd,PPC CVD .htm
337A,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
337A.00,CO transfer coefficient,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
339g,,PatientData,~V4003a.htm|~V4063b.htm
339g.00,Serial peak expiratory flow rate,DialogAdd,~V4003a.htm|~V4063b.htm
339n,,PatientData,~V4003a.htm|~V4063b.htm
339n.00,Serial PEFR abnormal,DialogAdd,~V4003a.htm|~V4063b.htm
33BD,,PatientData,~V4003c.htm|~V40631.htm
33BD.00,Echocardiogram requested,DialogAdd|PatientData,~V4003c.htm|~V40631.htm
33G1.00,,PatientData,~V4003a.htm|~V4063b.htm
33H1.00,,PatientData,~V4003a.htm|~V4063b.htm
33I1.00,,PatientData,~V4003a.htm|~V4063b.htm
33J1.00,,PatientData,~V4003a.htm|~V4063b.htm
33K1.00,,PatientData,~V4003a.htm|~V4063b.htm
388N.00,Anixety Score,DialogAdd,~V40015.htm|~V40018.htm|~V4001a.htm
388P.00,Depression Score,DialogAdd|PatientData,~V40015.htm|~V40018.htm|~V4001a.htm
388a.00,Depression anxiety stress scales score,DialogAdd,~V40015.htm
388f,,PatientData,~V4001b.htm
388f.00,PHQ-9,DialogAdd,~V4001b.htm
388u,,PatientData,~V4003d.htm|~V40627.htm
388u.00,FAST alcohol screening test result,DialogAdd,~V4003d.htm|~V40627.htm
38B1,,PatientData|PatientData2,~V40033.htm|~V40612.htm
38B1000,Risk Assessment by 3rd Party,DialogAdd|PatientData,~V40033.htm|~V40612.htm
38C..00,Health Assessment,DialogAdd|PatientData,~V40020.htm
38C3.00,Initial problem drug use assessment,DialogAdd,~V4001c.htm
38D3,,PatientData,~V4003d.htm|~V40627.htm
38D3.00,AUDIT Score,DialogAdd,~V4003d.htm|~V40627.htm
38D4,,PatientData,~V4003d.htm|~V40627.htm
38D6,,PatientData,PPC CVD .htm|~V4001b.htm
38D6.00,Assign Score,DialogAdd,~V4001b.htm
38D61,,PatientData,PPC CVD .htm
38D6100,Add ASSIGN v2.0,DialogAdd,PPC CVD .htm
38DE000,CHA2DS2-VASc,DialogAdd|PatientData,~V4001b.htm
38DF,,PatientData,~V40033.htm|~V40612.htm
38DF.00,QRISK CVD 10y Risk Score,DialogAdd,~V40033.htm|~V40612.htm
38DP,,PatientData,~V40033.htm|~V40612.htm
38DP.00,QRISK2 CVD 10y Risk Score,DialogAdd,~V40033.htm|~V40612.htm
38DR,,PatientData,~V40033.htm|~V40612.htm
38DR.00,Framingham 10y Risk Score,DialogAdd,~V40033.htm|~V40612.htm
38Dg,,PatientData,~V4001b.htm
38Dg.00,CAT Score,DialogAdd,~V4001b.htm
38Dh,,PatientData,~V4001b.htm
38G2,,PatientData,~V4001b.htm
38G2.11,SHIM Score (IIEF-5),DialogAdd,~V4001b.htm
38G6,,PatientData,~V40033.htm|~V40612.htm
38G6.00,Joint British Societies cardiovascular disease risk score,DialogAdd,~V40033.htm|~V40612.htm
38G8,,PatientData,~V40033.htm|~V40612.htm
38G8.00,Dundee CVS risk score?,DialogAdd,~V40033.htm|~V40612.htm
38Gq,,PatientData,~V40020.htm
38Gq.00,SPARRA score,DialogAdd,~V40020.htm
38Gv,,PatientData,PPC CVD .htm
38Gv.00,Diabetes UK Risk Score,DialogAdd,PPC CVD .htm
38L,,PatientData,~V4001b.htm
38L..00,Importance,DialogAdd,~V4001b.htm
38M,,PatientData,~V4001b.htm
38M..00,Confidence,DialogAdd,~V4001b.htm
39A1,,PatientData,~V40015.htm|~V4001a.htm
39A1.00,Dependent for bathing,DialogAdd,~V40018.htm|~V4001a.htm
39G,,PatientData,~V40015.htm|~V4001a.htm
39G..00,Needs help with housework,DialogAdd,~V40018.htm|~V4001a.htm
39G0,,PatientData,~V40015.htm|~V40017.htm|~V4001a.htm
39G0.00,Needs help with cooking,DialogAdd,~V40017.htm|~V40018.htm|~V4001a.htm
3A...00,,PatientData,~V40015.htm|~V40018.htm
3C...00,FeNO,DialogAdd,~V4001b.htm
41C,,PatientData,~V40023.htm
41M,,PatientData,~V4003f.htm|~V40633.htm
41M..00,Blood test declined,DialogAdd,~V4003f.htm|~V40633.htm
42W,,PatientData,~V40018.htm
42W..00,Add Hb. A1C - diabetic control,DialogAdd,PPC CVD .htm
42W5.00,Haemoglobin A1c level - IFCC,DialogAdd|PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
42c,,PatientData,~V40018.htm
42c..00,,PatientData,~V40018.htm
442J,,PatientData,~V40016.htm
442V,,PatientData,~V40016.htm
442W,,PatientData,~V40016.htm
44G1,,PatientData,~V40015.htm
44G2,,PatientData,~V40015.htm
44I4,,PatientData,~V4001a.htm
44I4.00,Serum potassium,DialogAdd,~V4001a.htm
44I5,,PatientData,~V4001a.htm
44I5.00,Serum sodium,DialogAdd,~V4001a.htm
44J2,,PatientData,~V4001a.htm
44J2.00,Blood Urea Abnormal,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
44J3,,PatientData,~V40016.htm|~V40018.htm|~V4001a.htm
44J3.00,Serum Creatinine,DialogAdd|PatientData,~V40018.htm|~V4001a.htm
44J3000,Serum Creatinine Abnormal,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
44JC.00,,PatientData,~V40018.htm
44JD.00,,PatientData,~V40018.htm
44JF.00,,PatientData,~V40018.htm
44JZ.00,,PatientData,~V4001a.htm
44OE,,PatientData,~V40017.htm|~V4003f.htm|~V40633.htm
44OE.00,Plasma Total Cholesterol,DialogAdd|PatientData,~V40018.htm|~V4003d.htm|~V4003f.htm|~V40627.htm|~V40633.htm
44P,,PatientData,PPC CVD .htm|~V40015.htm|~V40017.htm|~V40018.htm
44P..00,Total Cholesterol,DialogAdd|PatientData,PPC CVD .htm|~V40015.htm|~V40017.htm|~V40018.htm|~V4003d.htm|~V4003f.htm|~V40627.htm|~V40633.htm
44P1.00,Serum cholesterol normal,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4003d.htm|~V40627.htm
44P2.00,Serum cholesterol borderline,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
44P3.00,Serum cholesterol raised,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
44P4.00,Serum cholesterol very high,DialogAdd|PatientData,~V4003d.htm|~V40627.htm
44P5,,PatientData,~V40018.htm
44PH,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm
44PH.00,Total cholesterol measurement,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4003d.htm|~V4003f.htm|~V40627.htm|~V40633.htm
44PJ,,PatientData,PPC CVD .htm
44PJ.00,Serum Total Cholesterol,DialogAdd|PatientData,~V4003d.htm|~V4003f.htm|~V40627.htm|~V40633.htm
44PK,,PatientData,PPC CVD .htm
44PK.00,Serum fasting total cholesterol,DialogAdd|PatientData,~V4003d.htm|~V4003f.htm|~V40627.htm|~V40633.htm
44PZ,,PatientData,PPC CVD .htm
44T2.00,Add Fasting Blood Glucose,DialogAdd,PPC CVD .htm
44TB.00,,PatientData,~V40018.htm
44TC.00,,PatientData,~V40018.htm
44TD.00,,PatientData,~V40018.htm
44TL.00,,PatientData,~V40018.htm
44V..00,Glucose Tol Test,DialogAdd,~V40025.htm
44X7,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
44X7.00,Blood CO level,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
44YA000,Oxygen saturation at periphery,DialogAdd|PatientData,~V40039.htm|~V40636.htm
44YA100,Peripheral blood oxygen saturation on room air at rest,DialogAdd|PatientData,~V40039.htm|~V40636.htm
44YA300,Peripheral blood oxygen saturation supplmentl oxygen at rest,DialogAdd|PatientData,~V40039.htm|~V40636.htm
44YA500,Baseline SpO2 (oxygen saturation at periphery),DialogAdd|PatientData,~V40039.htm|~V40636.htm
44Z1,,PatientData,~V40018.htm
44g,,PatientData,~V40018.htm
44g0.00,Random Glucose Level,DialogAdd,~V40015.htm|~V40018.htm
44g1.00,Fasting Blood Glucose,DialogAdd,~V40015.htm|~V40018.htm
44g2.00,2hour Glucose as Diagnosis,DialogAdd,~V40018.htm
44lD,,PatientData,~V40038.htm|~V40637.htm
44lD.00,Urine Protein/Creatinine Ratio,DialogAdd,~V40038.htm|~V40637.htm
44lzX00,Random urine protein:creatinine ratio,DialogAdd|PatientData,~V40038.htm|~V40637.htm
451E,,PatientData,~V40016.htm
451E.00,GFR Calculated Abbreviated MDRD,DialogAdd|PatientData,~V40018.htm
451F.00,GFR,DialogAdd|PatientData,~V40018.htm
46TC,,PatientData,~V40018.htm|~V40038.htm|~V40637.htm
46TC.00,Urine Albumin:Creatinine Ratio,DialogAdd,~V40018.htm|~V40038.htm|~V40637.htm
46TD,,PatientData,~V40038.htm|~V40637.htm
46TD.00,Urine microalbumin:creatinine ratio,DialogAdd,~V40038.htm|~V40637.htm
46W0,,PatientData,~V40018.htm
46W0.00,Urine microalbumin positive,DialogAdd,~V40018.htm
46W1,,PatientData,~V40018.htm
46W1.00,Urine microalbumin negative,DialogAdd,~V40018.htm
4I2D.11,Wound Swab,DialogAdd,~V40025.htm
4JF..00,ENT Swab,DialogAdd,~V40025.htm
4JF4.11,Swab - Throat,DialogAdd,~V40025.htm
4JF5.00,Sputum Sample,DialogAdd,~V40025.htm
4JG..11,Swab - Skin,DialogAdd,~V40025.htm
4JG4.00,Wound Swab,DialogAdd,~V40025.htm
4JK,,PatientData,~V40025.htm
4JK2.00,High Vaginal Swab,DialogAdd,~V40025.htm
4JK9.00,Chlamydia swab taken,DialogAdd,~V40025.htm
4JKD.00,LVS by patient,DialogAdd,~V40025.htm
4JL..00,Other Sample,DialogAdd,~V40025.htm
4JRA.00,MRSA Screening,DialogAdd,~V40025.htm
567C,,PatientData,~V4003d.htm|~V40627.htm
567C.00,CAT scan brain - Abnormal,DialogAdd|PatientData,~V40017.htm
569F,,PatientData,~V4003d.htm|~V40627.htm
569F.00,MRI Scan Normal,DialogAdd|PatientData,~V40017.htm
569K000,,PatientData,~V4003d.htm|~V40627.htm
56F0,,PatientData,~V4003d.htm|~V40627.htm
56F0.00,CAT Scan brain Declined,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
56F1,,PatientData,~V40015.htm|~V4001a.htm
56F1.00,Echocardiogram declined,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V4003c.htm|~V40631.htm
585S.00,L,DialogAdd|PatientData,~V40022.htm
585T.00,R,DialogAdd|PatientData,~V40022.htm
585V.00,L,DialogAdd,~V40022.htm
585W.00,R,DialogAdd,~V40022.htm
585X.00,L,DialogAdd,~V40022.htm
585Y.00,R,DialogAdd,~V40022.htm
585a.00,Ankle Brachial Pressure Index,DialogAdd,~V40022.htm
585f,,PatientData,~V4001a.htm|~V4003c.htm|~V40631.htm
585f.00,Echocardiogram shows left ventricular systolic dysfunction,DialogAdd|PatientData,~V40015.htm|~V4001a.htm|~V4003c.htm|~V40631.htm
585g,,PatientData,~V4003c.htm|~V40631.htm
585g.00,Echo left ventricular diastolic dysfunction,DialogAdd|PatientData,~V4003c.htm|~V40631.htm
5C00,,PatientData,~V4003d.htm|~V40627.htm
5C00.00,CAT scan brain - Normal,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
5C12,,PatientData,~V4003d.htm|~V40627.htm
5C20,,PatientData,~V4003c.htm|~V40631.htm
5C20.00,Echocardiogram equivocal,DialogAdd,~V4003c.htm|~V40631.htm
614E.11,Pill Check,DialogAdd,NURSE2.htm
61B1,,PatientData,NURSE2.htm
61B1.00,Depo Provera given,DialogAdd|PatientData,~V40025.htm
61B1.11,Depo Injection,DialogAdd,NURSE2.htm
61M..00,Emergency Contraception,DialogAdd,~V40025.htm
62P5.00,Breast feeding started,DialogAdd|PatientData,~V40015.htm|~V40017.htm
62PA.00,Mother currently breast feeding,DialogAdd|PatientData,~V40015.htm|~V40017.htm
657K.00,Booster Pneumococcal Vaccination given,DialogAdd|PatientData,~V40020.htm|~V40025.htm
65E,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40020.htm|~V40025.htm|~V40540.htm
65E..00,Influenza Vaccination,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
65E.00,,PatientData,CFEXAM.htm
65E0,,PatientData,~V40017.htm
65E0.00,First pandemic influenza vaccination,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
65E1,,PatientData,~V40017.htm
65E1.00,Second Pandemic influenza vaccination,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
65E2,,PatientData,~V40017.htm|~V4003a.htm|~V4063b.htm
65E2.00,Influenza vacc give by other healthcare providr,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40020.htm
65E20.00,,PatientData,CFEXAM.htm
65E2000,Flu Vacc Given by Other HCP,DialogAdd|PatientData,CFEXAM.htm|~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
65E2100,1st intranasal seasonal flu vacc given by other health care provider,DialogAdd|PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
65E2200,2nd intranasal seasonal flu vacc given by other health care provider,DialogAdd|PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
65E2300,2nd intramuscular seasonal influenza vaccination given by OHP,DialogAdd|PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
65E2400,1st intramuscular seasonal influenza vaccination given by OHP,DialogAdd|PatientData,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
65E3,,PatientData,~V40015.htm|~V40017.htm
65E3.00,1st pandemic influenza vacc give by other healthcare providr,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm
65E4,,PatientData,~V40015.htm|~V40017.htm
65E4.00,2nd pandemic influenza vacc give by other healthcare providr,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm
65ED,,PatientData,~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
65ED.00,Influenza Vaccination (manual),DialogAdd|PatientData,CFEXAM.htm|~V40020.htm|~V40025.htm|~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
65ED000,Seasonal Influenza given by Pharmacist,DialogAdd,~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
65ED100,1st intranasal seasonal influenza vaccination,DialogAdd,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
65ED200,Seasonal Influenza given while hospital inpatient (Hx),DialogAdd,~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
65ED300,2nd intranasal seasonal influenza vaccination,DialogAdd,~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
65EE,,PatientData,~V4003a.htm|~V4063b.htm
65EE000,1st Intranasal Influenza,DialogAdd,~V40540.htm
65EE100,2nd Intranasal Influenza,DialogAdd,~V40540.htm
65FY,,PatientData,~V40540.htm
65FY.11,Shingles vaccination,DialogAdd,~V40540.htm
65I8.00,Pertussis Vacc (Whooping Cough),DialogAdd,CFEXAM.htm
661F,,PatientData,~V40015.htm
661M.00,,PatientData,~V40020.htm
661N.00,Clinical Management Plan - Review,DialogAdd|PatientData,~V40020.htm
662B.00,,PatientData,~V40018.htm
662K,,PatientData,~V4003e.htm|~V40638.htm
662K000,,PatientData,~V40015.htm
