code,label,sources,files
0I34.00,HGV Driver,DialogAdd|PatientData,~V40017.htm|~V40018.htm
0I34.11,HGV driver,DialogAdd,~V4003f.htm|~V40633.htm
0I35.00,LGV Driver,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4003f.htm|~V40633.htm
0I37.00,Motor car driver,DialogAdd|PatientData,~V40017.htm|~V40018.htm
12C2.00,IHD<60,DialogAdd,CFEXAM.htm|~V40024.htm
12C3.00,IHD,DialogAdd,CFEXAM.htm|~V40024.htm
12C4.00,Stroke,DialogAdd,~V40024.htm
12C5.00,MI,DialogAdd,~V40024.htm
133A,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
133A.00,Student,DialogAdd,~V0.htm|~V40019.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
136K.00,Alcohol intake above rec limit,DialogAdd|PatientData,~V40017.htm|~V40019.htm|~V4001a.htm|~V40022.htm|~V40024.htm
136L.00,Alcohol intake within rec limit,DialogAdd,~V40019.htm|~V40022.htm|~V40024.htm
136M.00,Current non drinker,DialogAdd,~V40019.htm
136S,,PatientData,~V40017.htm
136S.00,Hazardous Alcohol use,DialogAdd|PatientData,~V40015.htm|~V40017.htm
136V.00,Alcohol units per week,DialogAdd,~V40019.htm
137H.00,Pipe Smoker,DialogAdd,~V0.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V4063b.htm
137J.00,Cigar Smoker,DialogAdd,~V0.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V4063b.htm
137K.00,"Not Smoking, self reported",DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
137P.00,Cigarette Smoker,DialogAdd,~V0.htm|~V40019.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V4063b.htm
137R.00,Current Smoker,DialogAdd,~V40019.htm|~V40022.htm|~V40024.htm
137S.00,Ex Smoker,DialogAdd,~V0.htm|~V40019.htm|~V40022.htm|~V40024.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V4063b.htm
137T.00,Date Ceased Smoking,DialogAdd,~V40033.htm|~V40612.htm
137X.00,Cigarette consumption,DialogAdd,~V40019.htm
137b,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137c,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137d,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137e,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137e.00,Returned to Smoking,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
137f,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137h,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137j,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137k,,PatientData,~V4003a.htm|~V4063b.htm
137k.00,Refusal to give smoking status,DialogAdd|PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137l,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137m,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
137m.00,Failed to stop,DialogAdd,~V0.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V4063b.htm
137n,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
137o,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
138X,,PatientData,~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
138X.00,Inactive Lifestyle,DialogAdd,~V40019.htm|~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
138Y,,PatientData,~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
138Y.00,GPPAQ Mod Inactive,DialogAdd,~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
138a,,PatientData,~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
138a.00,GPPAQ Mod Active,DialogAdd,~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
138b,,PatientData,~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
138b.00,Active Lifestyle,DialogAdd,~V40019.htm|~V4001b.htm|~V4003b.htm|~V4003f.htm|~V40630.htm|~V40633.htm
13C,,PatientData,~V40017.htm
13C..00,Click to record new problem transferring,DialogAdd,~V40017.htm
13C1.00,Fully mobile,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13C2.00,Mobile outside with aid,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13C6.00,Bed Ridden,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13C7.00,,PatientData,~V40017.htm
13CA.00,Housebound,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13CX,,PatientData,~V40020.htm
13F1.00,Independant Housing (not alone),DialogAdd,~V40020.htm
13F2.00,Lives alone - help available,DialogAdd,~V40016.htm|~V40020.htm
13F3.00,Lives alone - no help available,DialogAdd,~V40016.htm|~V40020.htm
13F6100,Lives in a Nursing Home,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm
13F8100,Long Stay Hospital Inpatient,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13FH.00,Lives with Relatives,DialogAdd,~V40020.htm
13HQ.00,In prison,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13Hf.00,Unable to Cope,DialogAdd,~V40018.htm|~V40019.htm
13Im,,PatientData,~V40020.htm
13Im.00,Subj Certificate Auth Ad in Act 2000,DialogAdd,~V40016.htm|~V40020.htm
13In,,PatientData,~V40020.htm
13In.00,Has welfare attorney appointment Ad In Act 2000,DialogAdd,~V40020.htm
13Io,,PatientData,~V40018.htm|~V4001a.htm
13Io.00,Adults with Incapacity (Scot) Act 2000,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13J5,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13J5.00,Retired,DialogAdd,~V0.htm|~V40019.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13J7,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13J7.00,Unemployed,DialogAdd,~V0.htm|~V40019.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13JD,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13JD.00,Self-employed,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13JJ.00,Unfit for work,DialogAdd,~V40019.htm
13JL.00,Medical problems at work,DialogAdd,~V40019.htm
13JM000,Unhappy at work,DialogAdd,~V40019.htm
13Je.00,Employed,DialogAdd,~V40019.htm
13Jf.00,Voluntary work,DialogAdd,~V40019.htm
13K1.00,Financial issues,DialogAdd,~V40019.htm
13U4,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WF,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WF.11,Smoker in household,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WF100,Father smokes,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WF200,Mother smokes,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WF300,Both parents smoke,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WI,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WI.00,Parents do not smoke,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WK,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WK.00,No smokers in household,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13WL.00,Family with young children,DialogAdd,~V40019.htm
13WR,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13YA.00,Stroke Group Member,DialogAdd|PatientData,~V40017.htm
13Z5,,PatientData,~V40015.htm
13Z5.00,Literacy Problems,DialogAdd,~V40015.htm|~V40019.htm|~V4001a.htm
13Z6,,PatientData,~V40033.htm|~V40612.htm
13ZG,,PatientData,~V4001a.htm|~V40033.htm|~V40612.htm
13ZG.00,Language not given - patient refused,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40033.htm|~V40612.htm
13ZM,,PatientData,~V40015.htm|~V40018.htm|~V40033.htm|~V40612.htm
13ZM.00,British Sign Language,DialogAdd|PatientData,~V40017.htm|~V4001a.htm|~V40033.htm|~V40612.htm
13ZP,,PatientData,~V40033.htm|~V40612.htm
13ZP.00,Makaton Sign Language,DialogAdd,~V40033.htm|~V40612.htm
13b3.00,Creole language,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13b4.00,Mirpuri,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40033.htm|~V40612.htm
13l0.00,Arabic,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l1.00,Bengali,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l2.00,Cantonese,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l3.00,Czech,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l5.00,French,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l6.00,Gujerati,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l8.00,Hindi,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13l9.00,Iba,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lB.00,Mandarin,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lC.00,Polish,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lD.00,Portuguese,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lE.00,Punjabi,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lF.00,Russian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lG.00,Somali,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lH.00,Spanish,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lI.00,Swahili,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lJ.00,Sylheti,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lK.00,Tamil,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lL.00,Urdu,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lM.00,Yoruba,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lN.00,Kurdish,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lO.00,Farsi,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lP.00,Shona,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lQ.00,Italian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lR.00,German,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lS.00,Albanian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lT.00,Croatian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lV.00,Greek,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lW.00,Japanese,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lX.00,Korean,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lY.00,Lithuanian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lZ.00,Turkish,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13la.00,Ukrainian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lb.00,Vietnamese,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lc.00,Akan,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13ld.00,Amharic,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13le.00,Brawa,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lf.00,Dutch,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lg.00,Ethiopian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lh.00,Flemish,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13li.00,French Creole,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lj.00,Gaelic,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lk.00,Hakka,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13ll.00,Hebrew,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lm.00,Igbo,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13ln.00,Lingala,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lo.00,Luganda,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lp.00,Malayalam,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lq.00,Norwegian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lr.00,Pashto,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13ls.00,Patois,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lt.00,Serbian,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lu.00,Sinhala,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lv.00,Swedish,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lw.00,Tagalog,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lx.00,Thai,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13ly.00,Tigrinya,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13lz.00,Welsh,DialogAdd,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
13p,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p..00,Cessation milestone,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p0,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p0.00,Date for cessation of smoking,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p1.00,4 week follow-up,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p5,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p5.00,Smoking cessation programme start date,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p5000,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
13p6.00,CO reading after 4 weeks,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13p8.00,Lost to follow-up,DialogAdd,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
13u1,,PatientData,~V40015.htm|~V40017.htm|~V40018.htm
13u1.00,Romanian,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
14A,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
14B,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
14C5.00,H/O: Liver disease,DialogAdd|PatientData,~V40015.htm|~V40017.htm
14D5,,PatientData,~V4003b.htm|~V4003e.htm|~V40630.htm|~V40638.htm
14GB,,PatientData,~V40039.htm|~V40636.htm
14LJ,,PatientData,~V40017.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40540.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
14LJ.00,H/O Influenza Vaccine Allergy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm|~V40039.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm
14LK,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
14LK.00,H/O Aspirin Allergy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
14LL,,PatientData,~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
14LL.00,H/O Beta Blocker Allergy,DialogAdd|PatientData,~V40015.htm|~V4001a.htm|~V4003c.htm|~V4003e.htm|~V40631.htm|~V40638.htm
14LM,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
14LM.00,H/O ACEi Allergy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
14LN,,PatientData,~V40038.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
14LN.00,History of A II allergy,DialogAdd|PatientData|PatientData2,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40038.htm|~V4003b.htm|~V4003c.htm|~V4003e.htm|~V4003f.htm|~V40630.htm|~V40631.htm|~V40633.htm|~V40637.htm|~V40638.htm
14LP,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
14LP.00,H/O : Warfarin allergy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4001a.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
14LQ,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
14LQ.00,H/O: Clopidogrel Allergy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
14LX,,PatientData,~V40017.htm|~V4003d.htm|~V40627.htm
14LX.00,H/O: dipyridamole allergy,DialogAdd,~V40017.htm|~V4003d.htm|~V40627.htm
14NB.00,Peripheral vascular dis proc,DialogAdd|PatientData,~V40015.htm|~V4001a.htm
14O9,,PatientData,~V40039.htm|~V40636.htm
14O9.00,At risk of Osteoporosis,DialogAdd,~V40016.htm|~V40039.htm|~V40636.htm
14OD,,PatientData,~V40039.htm|~V40636.htm
16D1.00,Recurrent falls,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4001a.htm
171Z.00,Cough Symptom NOS,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
173A,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
173G.00,Breathless - strenuous exertion,DialogAdd|PatientData,~V40015.htm
173H,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
173H.00,MRC Grade 1,DialogAdd,~V4001b.htm|~V40039.htm|~V40636.htm
173I,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
173I.00,MRC Grade 2,DialogAdd,~V4001b.htm|~V40039.htm|~V40636.htm
173J,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
173J.00,MRC Grade 3,DialogAdd,~V4001b.htm|~V40039.htm|~V40636.htm
173K,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
173K.00,MRC Grade 4,DialogAdd,~V4001b.htm|~V40039.htm|~V40636.htm
173L,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
173L.00,MRC Grade 5,DialogAdd,~V4001b.htm|~V40039.htm|~V40636.htm
1A45,,PatientData,~V4003e.htm|~V40638.htm
1ABJ,,PatientData,~V4001b.htm|~V4003f.htm|~V40633.htm
1ABJ.00,No Erectile Dysfunction,DialogAdd,~V4001b.htm|~V4003f.htm|~V40633.htm
1AC2.00,Polyuria,DialogAdd|PatientData,~V40018.htm
1B1U,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
1B52,,PatientData,~V40017.htm
1B52.00,Click to record new problem balance,DialogAdd,~V40017.htm
1D1B,,PatientData,~V4001b.htm|~V4003f.htm|~V40633.htm
1D1B.00,C/O Erectile Dysfunction,DialogAdd,~V4001b.htm|~V4003f.htm|~V40633.htm
1FA..00,Diet,DialogAdd,NURSE2.htm
1FB..00,Diet poor,DialogAdd,~V40019.htm
1FH..00,Healthy diet,DialogAdd,~V40019.htm
1J6,,PatientData,~V4003e.htm|~V40638.htm
1J6..00,Suspected Heart Disease,DialogAdd,~V4003e.htm|~V40638.htm
1J60,,PatientData,~V4003c.htm|~V40631.htm
1J60.00,Suspected Heart Failure,DialogAdd,~V4003c.htm|~V40631.htm
1J70.00,Suspected Asthma,DialogAdd|PatientData,~V4003a.htm|~V4063b.htm
1J71.00,Suspected COPD,DialogAdd|PatientData,~V40039.htm|~V40636.htm
1JA1,,PatientData,~V4003d.htm|~V40627.htm
1JA1.00,Suspected Cerebrovascular Disease,DialogAdd,~V4003d.htm|~V40627.htm
1JD,,PatientData,~V4003b.htm|~V40630.htm
1JD..00,Suspected Hypertension,DialogAdd,~V4003b.htm|~V40630.htm
1JJ,,PatientData,~V4001b.htm
1JJ..00,Suspected Depression,DialogAdd,~V4001b.htm
1P5,,PatientData,~V40015.htm|~V40018.htm|~V4001a.htm
1P50.00,Violent Acts Towards Others,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
1P51.00,Physically Abusive Behaviour,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
1P52.00,Verbally Abusive Behaviour,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
1PC..00,User of Electronic cigarettes,DialogAdd,~V40019.htm
1R...00,"CPR Not discussed (Enter ""Unknown"" in comment)",DialogAdd,~V40020.htm
1R0..00,For Resuscitation,DialogAdd,~V40020.htm
1R1..00,Not For Resuscitation,DialogAdd,~V40020.htm
1Z0,,PatientData,~V40015.htm|~V40018.htm|~V4001a.htm
1Z0..00,Terminal Illness,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm
1Z01.00,,PatientData,~V40020.htm
1Z1,,PatientData,~V0.htm|~V40018.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V40038.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V40627.htm|~V40630.htm|~V40637.htm|~V40638.htm
1Z10,,PatientData,~V40038.htm|~V40637.htm
1Z10.00,,PatientData,~V40033.htm|~V40612.htm
1Z11,,PatientData,~V40038.htm|~V40637.htm
1Z11.00,,PatientData,~V40033.htm|~V40612.htm
1Z12.00,Chronic kidney disease stage 3,DialogAdd,~V40018.htm
1Z13.00,Chronic kidney disease stage 4,DialogAdd,~V40018.htm
1Z14.00,Chronic kidney disease stage 5,DialogAdd,~V40018.htm
1Z17,,PatientData,~V40038.htm|~V40637.htm
1Z17.00,,PatientData,~V40033.htm|~V40612.htm
1Z18,,PatientData,~V40038.htm|~V40637.htm
1Z18.00,,PatientData,~V40033.htm|~V40612.htm
1Z19,,PatientData,~V40038.htm|~V40637.htm
1Z19.00,,PatientData,~V40033.htm|~V40612.htm
1Z1A,,PatientData,~V40038.htm|~V40637.htm
